Image Name,Point,X,Y,Marker,Calibration Length pixels,Actual Length mm,Pixels/mm
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,1,4545,1142,,3960.946,751.2,5.272824814
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,2,4546,1163,,1552.465,300,5.174883333
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,3,4545,1183,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,4,4545,1205,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,5,4545,1227,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,6,4543,1245,1,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,7,4544,1265,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,8,4546,1283,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,9,4547,1305,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,10,4549,1325,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,11,4550,1346,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,12,4549,1364,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,13,4547,1381,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,14,4541,1397,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,15,4538,1415,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,16,4531,1433,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,17,4523,1450,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,18,4513,1469,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,19,4502,1489,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,20,4490,1504,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,21,4474,1523,2,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,22,4461,1532,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,23,4447,1543,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,24,4431,1555,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,25,4415,1565,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,26,4400,1576,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,27,4380,1588,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,28,4356,1599,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,29,4335,1608,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,30,4312,1615,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,31,4291,1622,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,32,4271,1629,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,33,4249,1634,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,34,4228,1641,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,35,4207,1647,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,36,4188,1652,3,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,37,4170,1657,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,38,4152,1660,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,39,4132,1664,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,40,4114,1669,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,41,4095,1675,,,,
05-27-15 17.59 The Cube May2015 1579_DxO.jpg,42,4074,1681,,,,
