Image Name,Point,X,Y,Marker,Calibration Length pixels,Actual Length mm,Pixels/mm
05-22-15 13.32 The Cube May2015 748_DxO.jpg,1,1979,5030,,4083.92,751.2,5.436528222
05-22-15 13.32 The Cube May2015 748_DxO.jpg,2,1985,5014,,,,
05-22-15 13.32 The Cube May2015 748_DxO.jpg,3,1991,4998,,,,
05-22-15 13.32 The Cube May2015 748_DxO.jpg,4,1997,4983,,,,
05-22-15 13.32 The Cube May2015 748_DxO.jpg,5,2004,4965,,,,
05-22-15 13.32 The Cube May2015 748_DxO.jpg,6,2011,4948,,,,
05-22-15 13.32 The Cube May2015 748_DxO.jpg,7,2018,4932,1,,,
05-22-15 13.32 The Cube May2015 748_DxO.jpg,8,2023,4917,,,,
05-22-15 13.32 The Cube May2015 748_DxO.jpg,9,2029,4901,,,,
05-22-15 13.32 The Cube May2015 748_DxO.jpg,10,2035,4887,,,,
05-22-15 13.32 The Cube May2015 748_DxO.jpg,11,2041,4873,,,,
05-22-15 13.32 The Cube May2015 748_DxO.jpg,12,2049,4860,,,,
05-22-15 13.32 The Cube May2015 748_DxO.jpg,13,2057,4847,,,,
05-22-15 13.32 The Cube May2015 748_DxO.jpg,14,2067,4834,,,,
05-22-15 13.32 The Cube May2015 748_DxO.jpg,15,2075,4821,,,,
05-22-15 13.32 The Cube May2015 748_DxO.jpg,16,2086,4809,,,,
05-22-15 13.32 The Cube May2015 748_DxO.jpg,17,2097,4798,,,,
05-22-15 13.32 The Cube May2015 748_DxO.jpg,18,2109,4786,,,,
05-22-15 13.32 The Cube May2015 748_DxO.jpg,19,2121,4776,,,,
05-22-15 13.32 The Cube May2015 748_DxO.jpg,20,2136,4765,,,,
05-22-15 13.32 The Cube May2015 748_DxO.jpg,21,2149,4754,,,,
05-22-15 13.32 The Cube May2015 748_DxO.jpg,22,2165,4746,,,,
05-22-15 13.32 The Cube May2015 748_DxO.jpg,23,2182,4737,,,,
05-22-15 13.32 The Cube May2015 748_DxO.jpg,24,2200,4729,,,,
05-22-15 13.32 The Cube May2015 748_DxO.jpg,25,2217,4723,,,,
05-22-15 13.32 The Cube May2015 748_DxO.jpg,26,2235,4717,,,,
05-22-15 13.32 The Cube May2015 748_DxO.jpg,27,2256,4712,,,,
05-22-15 13.32 The Cube May2015 748_DxO.jpg,28,2276,4709,,,,
