Image Name,Point,X,Y,Marker,Calibration Length pixels,Actual Length mm,Pixels/mm
05-20-15 17.56 The Cube May2015 321_DxO.jpg,1,765,2838.667,,3850.312,751.2,5.125548456
05-20-15 17.56 The Cube May2015 321_DxO.jpg,2,781,2854.667,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,3,801,2874.667,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,4,821,2893.333,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,5,845,2912.667,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,6,866.333,2929.333,1,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,7,889,2946.667,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,8,917,2962.667,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,9,941,2977.333,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,10,965,2989.333,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,11,997,3007.333,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,12,1023.667,3022,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,13,1053,3037.333,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,14,1085,3054,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,15,1114.333,3071.333,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,16,1143.667,3087.333,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,17,1162.333,3100.667,2,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,18,1181,3112,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,19,1205,3126.667,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,20,1230.333,3141.333,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,21,1258.333,3156.667,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,22,1285,3171.333,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,23,1313,3187.333,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,24,1339.667,3202,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,25,1366.333,3214.667,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,26,1391.667,3228,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,27,1415.667,3240,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,28,1441,3252,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,29,1462.333,3261.333,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,30,1484,3271.333,3,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,31,1509.333,3280.667,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,32,1533.333,3287.333,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,33,1560,3296.667,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,34,1588,3302,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,35,1617.333,3308.667,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,36,1648,3317.333,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,37,1677.333,3323.333,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,38,1705.333,3326,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,39,1733.333,3326.667,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,40,1757.333,3330,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,41,1778.667,3330.667,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,42,1798.667,3330.667,4,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,43,1818.667,3329.333,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,44,1848,3326,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,45,1873.333,3322.667,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,46,1898.667,3322,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,47,1925.333,3321.333,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,48,1952,3319.333,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,49,1980,3319.333,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,50,2005.333,3318,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,51,2033.333,3317.333,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,52,2062.667,3318,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,53,2088,3316.667,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,54,2113.333,3316.667,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,55,2138.667,3316.667,5,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,56,2164,3318.667,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,57,2194.667,3322.667,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,58,2225.333,3326.667,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,59,2254.667,3332,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,60,2282.667,3339.333,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,61,2310.667,3348.667,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,62,2337.333,3362.667,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,63,2361.333,3376,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,64,2389.333,3392.667,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,65,2416,3411.333,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,66,2438.667,3434,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,67,2456,3455.333,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,68,2472,3476.667,6,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,69,2494.667,3503.333,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,70,2509.333,3530,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,71,2522.667,3558,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,72,2529.333,3582.667,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,73,2533.333,3608,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,74,2538.667,3640,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,75,2540,3660,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,76,2540,3688,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,77,2537.333,3709.333,7,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,78,2536,3732,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,79,2530.667,3756,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,80,2524,3781.333,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,81,2514.667,3801.333,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,82,2505.333,3822.667,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,83,2489.333,3842.667,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,84,2476,3861.333,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,85,2460,3880,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,86,2444,3897.333,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,87,2428,3910.667,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,88,2410.667,3926.667,,,,
05-20-15 17.56 The Cube May2015 321_DxO.jpg,89,2392,3944,,,,
