Image Name,Point,X,Y,Marker,Calibration Length pixels,Actual Length mm,Pixels/mm
05-26-15 17.30 The Cube May2015 1493_DxO.jpg,1,5151.333,3717.667,,4086.209,751.2,5.439575346
05-26-15 17.30 The Cube May2015 1493_DxO.jpg,2,5142,3701.667,,807.919,150,5.386126667
05-26-15 17.30 The Cube May2015 1493_DxO.jpg,3,5131.333,3684.333,,,,
05-26-15 17.30 The Cube May2015 1493_DxO.jpg,4,5123.333,3667,,,,
05-26-15 17.30 The Cube May2015 1493_DxO.jpg,5,5106,3647,,,,
05-26-15 17.30 The Cube May2015 1493_DxO.jpg,6,5092.667,3627,1,,,
05-26-15 17.30 The Cube May2015 1493_DxO.jpg,7,5079.333,3613.667,,,,
05-26-15 17.30 The Cube May2015 1493_DxO.jpg,8,5071.333,3597.667,,,,
05-26-15 17.30 The Cube May2015 1493_DxO.jpg,9,5059.333,3580.333,,,,
05-26-15 17.30 The Cube May2015 1493_DxO.jpg,10,5051.333,3561.667,,,,
05-26-15 17.30 The Cube May2015 1493_DxO.jpg,11,5040.667,3539,,,,
05-26-15 17.30 The Cube May2015 1493_DxO.jpg,12,5036.667,3521.667,,,,
05-26-15 17.30 The Cube May2015 1493_DxO.jpg,13,5030,3501.667,,,,
05-26-15 17.30 The Cube May2015 1493_DxO.jpg,14,5026,3482,,,,
05-26-15 17.30 The Cube May2015 1493_DxO.jpg,15,5020.333,3457.667,,,,
05-26-15 17.30 The Cube May2015 1493_DxO.jpg,16,5015.333,3437.667,,,,
05-26-15 17.30 The Cube May2015 1493_DxO.jpg,17,5011.333,3416.333,,,,
05-26-15 17.30 The Cube May2015 1493_DxO.jpg,18,5006,3393.667,,,,
05-26-15 17.30 The Cube May2015 1493_DxO.jpg,19,5000.667,3369.667,,,,
05-26-15 17.30 The Cube May2015 1493_DxO.jpg,20,4994,3351,,,,
05-26-15 17.30 The Cube May2015 1493_DxO.jpg,21,4989,3335.667,2,,,
05-26-15 17.30 The Cube May2015 1493_DxO.jpg,22,4981.333,3312.667,,,,
05-26-15 17.30 The Cube May2015 1493_DxO.jpg,23,4972.667,3292.333,,,,
05-26-15 17.30 The Cube May2015 1493_DxO.jpg,24,4962,3272.333,,,,
