Image Name,Point,X,Y,Marker,Calibration Length pixels,Actual Length mm,Pixels/mm
05-26-15 17.26 The Cube May2015 1478_DxO.jpg,1,3937.667,2611.667,,4102.09,751.2,5.460716187
05-26-15 17.26 The Cube May2015 1478_DxO.jpg,2,3919,2619.667,,813.421,150,5.422806667
05-26-15 17.26 The Cube May2015 1478_DxO.jpg,3,3899,2629,,,,
05-26-15 17.26 The Cube May2015 1478_DxO.jpg,4,3885,2633.667,,,,
05-26-15 17.26 The Cube May2015 1478_DxO.jpg,5,3867.667,2643,,,,
05-26-15 17.26 The Cube May2015 1478_DxO.jpg,6,3850.333,2651,,,,
05-26-15 17.26 The Cube May2015 1478_DxO.jpg,7,3837,2661.667,1,,,
05-26-15 17.26 The Cube May2015 1478_DxO.jpg,8,3819.667,2672.333,,,,
05-26-15 17.26 The Cube May2015 1478_DxO.jpg,9,3801,2680.333,,,,
05-26-15 17.26 The Cube May2015 1478_DxO.jpg,10,3777,2691,,,,
05-26-15 17.26 The Cube May2015 1478_DxO.jpg,11,3754.333,2701.667,,,,
05-26-15 17.26 The Cube May2015 1478_DxO.jpg,12,3725.667,2711.667,,,,
05-26-15 17.26 The Cube May2015 1478_DxO.jpg,13,3703,2719.667,,,,
05-26-15 17.26 The Cube May2015 1478_DxO.jpg,14,3679,2725,,,,
05-26-15 17.26 The Cube May2015 1478_DxO.jpg,15,3656.333,2730.333,,,,
05-26-15 17.26 The Cube May2015 1478_DxO.jpg,16,3631,2733,,,,
05-26-15 17.26 The Cube May2015 1478_DxO.jpg,17,3613.667,2734.333,2,,,
05-26-15 17.26 The Cube May2015 1478_DxO.jpg,18,3596.333,2734.333,,,,
05-26-15 17.26 The Cube May2015 1478_DxO.jpg,19,3567,2735,,,,
05-26-15 17.26 The Cube May2015 1478_DxO.jpg,20,3539,2736.333,,,,
05-26-15 17.26 The Cube May2015 1478_DxO.jpg,21,3513.667,2739,,,,
05-26-15 17.26 The Cube May2015 1478_DxO.jpg,22,3492.333,2741.667,,,,
05-26-15 17.26 The Cube May2015 1478_DxO.jpg,23,3465.667,2745,,,,
05-26-15 17.26 The Cube May2015 1478_DxO.jpg,24,3439,2749.667,,,,
