,arc length (SVL),body width (SVL),tail width (VTL)
0,0.0,0.00852521354218,0.030304543836
1,0.01,0.0124364991358,0.0280819082037
2,0.02,0.0158784855412,0.0265335454987
3,0.03,0.0124798388207,0.0265278770037
4,0.04,0.0138988191261,0.0265278770037
5,0.05,0.0153113967719,0.0265278770037
6,0.06,0.017157068058,0.0265278770037
7,0.07,0.0184599431174,0.0265278770037
8,0.08,0.0183650196489,0.0265278770037
9,0.09,0.0184847499126,0.0258861469465
10,0.1,0.0187139293879,0.0252363641157
11,0.11,0.0203431592376,0.0252363641157
12,0.12,0.0211569520481,0.0259349370197
13,0.13,0.0214754848825,0.0252363641157
14,0.14,0.0216535849737,0.0252363641157
15,0.15,0.0214720440349,0.0252363641157
16,0.16,0.0217736715664,0.0252363641157
17,0.17,0.0217351151046,0.024007910683
18,0.18,0.02106576552,0.0238750893033
19,0.19,0.0218506606177,0.023986789944
20,0.2,0.0221164620039,0.0238919443389
21,0.21,0.0226835507732,0.0233164559235
22,0.22,0.0227350698808,0.0238750893033
23,0.23,0.0228388272971,0.0238750893033
24,0.24,0.0232840078343,0.0225876733482
25,0.25,0.023804222369,0.0238750893033
26,0.26,0.0238692814954,0.0225876733482
27,0.27,0.0238197273637,0.0225876733482
28,0.28,0.0238177283119,0.0225876733482
29,0.29,0.0243848170812,0.0225876733482
30,0.3,0.0238177283119,0.0225876733482
31,0.31,0.0234005991745,0.0225876733482
32,0.32,0.0235725493913,0.0222624339592
33,0.33,0.0230414211292,0.0212223016029
34,0.34,0.0246833748507,0.0208896386469
35,0.35,0.0259749257703,0.0212223016029
36,0.36,0.0258949773627,0.0209188661095
37,0.37,0.0256424696067,0.0212223016029
38,0.38,0.02665441412,0.0202899243744
39,0.39,0.0274359877307,0.0203992517141
40,0.4,0.0280297873466,0.0202951172039
41,0.41,0.0281087136272,0.0199400718643
42,0.42,0.0276713752775,0.0199400718643
43,0.43,0.0273675418477,0.0199400718643
44,0.44,0.0271454039908,0.0188097791843
45,0.45,0.026458205592,0.0184993354248
46,0.46,0.0256180451008,0.0178022490284
47,0.47,0.0246346348415,0.0172940599567
48,0.48,0.0246324984903,0.0172940599567
49,0.49,0.0255189946198,0.0172940599567
50,0.5,0.025045475653,0.0160297334086
51,0.51,0.0249203029114,0.0159167262022
52,0.52,0.0257448308328,0.015052523928
53,0.53,0.0255682898062,0.0146591603087
54,0.54,0.0256082276941,0.0146504989263
55,0.55,0.0260860833892,0.0136238328935
56,0.56,0.0266531721585,0.0135266162496
57,0.57,0.0272202609278,0.0132639385018
58,0.58,0.027638327067,0.0127202912631
59,0.59,0.028199453762,0.0132639385018
60,0.6,0.0283884545724,0.0132639385018
61,0.61,0.0279513436624,0.0132639385018
62,0.62,0.0274721557299,0.0132639385018
63,0.63,0.0271707554176,0.0132639385018
64,0.64,0.0276481220168,0.0132639385018
65,0.65,0.0276524995743,0.0123649700559
66,0.66,0.0274818571155,0.0120110071583
67,0.67,0.0272862985375,0.0120110071583
68,0.68,0.0272674773743,0.0120110071583
69,0.69,0.0272703180924,0.0107473678238
70,0.7,0.0267848484787,0.0106111508015
71,0.71,0.0262938820025,0.0106111508015
72,0.72,0.0262676173608,0.0106111508015
73,0.73,0.0256788514839,0.0106111508015
74,0.74,0.0252240189856,0.0106111508015
75,0.75,0.0250611067076,0.0105515185982
76,0.76,0.0244924207695,0.00941576588622
77,0.77,0.0244766073237,0.0101393126186
78,0.78,0.0238621192017,0.00944671947831
79,0.79,0.0235722608629,0.00940165220574
80,0.8,0.023626286423,0.0094776730704
81,0.81,0.0234064751624,0.0100931923658
82,0.82,0.0223935232354,0.00937902085989
83,0.83,0.0226725874427,0.00937902085989
84,0.84,0.022468825017,0.00937902085989
85,0.85,0.0222445337325,0.00937902085989
86,0.86,0.021253704116,0.00877144539419
87,0.87,0.0212725384379,0.00807087861763
88,0.88,0.0215130360334,0.0079583631011
89,0.89,0.0212705119189,0.00734754500027
90,0.9,0.020821347579,0.00744239922028
91,0.91,0.02100561261,0.00602944223101
92,0.92,0.0206178037916,0.00530557540073
93,0.93,0.0201022272814,0.00457181973024
94,0.94,0.0207323106494,0.00518257287436
95,0.95,0.0200109163317,0.00475422947051
96,0.96,0.0188895261399,0.00521014158097
97,0.97,0.0178647122921,0.00493663921078
98,0.98,0.0168127590032,0.0050277318407
99,0.99,0.0161461435959,0.00530557540073
100,1.0,0.00916159944935,0.00530557540073
