,arc length (SVL),body width (SVL),tail width (VTL)
0,0.0,0.00925364311205,0.0261424404998
1,0.01,0.0119524392953,0.0263549701523
2,0.02,0.0156090574329,0.0257200881246
3,0.03,0.0139514969231,0.0257878470475
4,0.04,0.0126921035867,0.0261896909724
5,0.05,0.0146980436905,0.0254180721659
6,0.06,0.0165935474634,0.0242167029913
7,0.07,0.0180857751067,0.0241856733086
8,0.08,0.0185549756297,0.0242768701911
9,0.09,0.0184942257934,0.0247722843207
10,0.1,0.019336423086,0.0223688589143
11,0.11,0.0191935911401,0.0226755694675
12,0.12,0.0196084811499,0.0229929115236
13,0.13,0.0207287187189,0.024185575321
14,0.14,0.0203257316907,0.0224580342266
15,0.15,0.0208846839931,0.0234466855991
16,0.16,0.0208865118458,0.024185575321
17,0.17,0.0212122600627,0.024185575321
18,0.18,0.0214908955383,0.0224580342266
19,0.19,0.0217603766089,0.0190029520379
20,0.2,0.0224187422593,0.0190229227803
21,0.21,0.0231437607423,0.0216889297149
22,0.22,0.0232535653201,0.019187892841
23,0.23,0.0224354604875,0.0199748455925
24,0.24,0.0229223612959,0.0200845844278
25,0.25,0.0240087869279,0.0181114585895
26,0.26,0.0251351351526,0.0192856992105
27,0.27,0.0257108642542,0.0194625454258
28,0.28,0.0263783358275,0.0167780356714
29,0.29,0.0255198558803,0.0171516259394
30,0.3,0.0262942894358,0.0188877401181
31,0.31,0.0271279992823,0.0174291893911
32,0.32,0.0273458516876,0.0182675874941
33,0.33,0.0264456174189,0.0196349906957
34,0.34,0.0274542124449,0.0176921121698
35,0.35,0.0274573170722,0.0170143065851
36,0.36,0.0268144963219,0.017685474875
37,0.37,0.0275652221317,0.0166643635132
38,0.38,0.0269604997958,0.0156640617521
39,0.39,0.0268371934422,0.0168339061832
40,0.4,0.0282906225663,0.0173525029779
41,0.41,0.0278119719479,0.0148608704058
42,0.42,0.0282871692588,0.0154515972836
43,0.43,0.0282871692588,0.0168399280925
44,0.44,0.0287748790736,0.0177861241609
45,0.45,0.0282673797556,0.0156539130285
46,0.46,0.0280402038419,0.0154181144198
47,0.47,0.0284874217495,0.0148049918769
48,0.48,0.0292971062899,0.0151537004662
49,0.49,0.0292625888884,0.0151203936326
50,0.5,0.0287761100416,0.0147343689181
51,0.51,0.0292625888884,0.0147983085404
52,0.52,0.0293667473362,0.0147522208594
53,0.53,0.029023383037,0.0146586722712
54,0.54,0.0298313001877,0.0150379022172
55,0.55,0.028815365545,0.0172629529827
56,0.56,0.0292397320631,0.0172397150022
57,0.57,0.0289750529744,0.0149573319883
58,0.58,0.0294597000322,0.0154515972836
59,0.59,0.0291994290118,0.0149850830864
60,0.6,0.0294275417511,0.0152612807248
61,0.61,0.0288040046599,0.0150927901763
62,0.62,0.0285964721963,0.0149689140295
63,0.63,0.0281083141826,0.0148552386083
64,0.64,0.0268535595785,0.013875265906
65,0.65,0.0255737566128,0.0130266590734
66,0.66,0.0243891865435,0.0124574759924
67,0.67,0.023356139325,0.0131565610057
68,0.68,0.0234572638647,0.0138213959489
69,0.69,0.0228564673179,0.0133194618727
70,0.7,0.0228259326277,0.0120756054501
71,0.71,0.0231083889197,0.0110602047054
72,0.72,0.0223388116038,0.0102604358983
73,0.73,0.0212454074853,0.0106919812289
74,0.74,0.0210279806366,0.0126453606013
75,0.75,0.0211236818175,0.0141078234526
76,0.76,0.0212439724614,0.0128588130791
77,0.77,0.0215930613036,0.00980857244688
78,0.78,0.0214592318515,0.0116019535618
79,0.79,0.0217041810057,0.0129919364836
80,0.8,0.0221025051479,0.0116849040957
81,0.81,0.0215515377349,0.0104962733576
82,0.82,0.021951747308,0.00949634252576
83,0.83,0.021272549944,0.00909816649619
84,0.84,0.0199974675842,0.00804450681735
85,0.85,0.0204838122219,0.00787147999559
86,0.86,0.020240492264,0.00841934001192
87,0.87,0.0204492547316,0.00834665590583
88,0.88,0.0195521697971,0.00929550951157
89,0.89,0.019699906255,0.010038159571
90,0.9,0.0182558986471,0.0114096547378
91,0.91,0.0192280234332,0.0120927876605
92,0.92,0.0178208004763,0.0103652465661
93,0.93,0.018809963542,0.0104212212744
94,0.94,0.0175476027341,0.00866322479724
95,0.95,0.0174624633702,0.0113232844413
96,0.96,0.0169028650148,0.0110833544761
97,0.97,0.0155544507508,0.00863770547179
98,0.98,0.0146297008068,0.00863770547179
99,0.99,0.0133691317273,0.00863770547179
100,1.0,0.007380388725,0.0103652465661
