,SVL,Snake ID,Trial ID,Xf,Yf,Zf,d_psi_avg,d_psi_ci,d_psi_sem,d_psi_std,f_psi,f_ratio,f_ratio_xz,f_theta,f_x,mass,nu_psi,nu_ratio,nu_ratio_xz,nu_theta,nu_x,psi_ci,psi_max,psi_max_data,psi_nmodes,psi_sem,psi_std,psi_var0,psi_var1,theta_ci,theta_max,theta_max_data,theta_nmodes,theta_sem,theta_std,theta_var0,theta_var1,vp_psi,vp_theta
10,85.00890569539999,81,403,0.38345103653219603,3.140659675922641,0.12486563211639713,2.8305976676994824,2.0459457519535817,1.043849873445705,13.808835856117904,2.2693431368076733,2.0979346273791646,2.0536413308675523,1.0817034559568903,1.0712716949099603,107.19999999999997,2.5748497010886164,1.9820712332339283,2.2004826359306255,1.2990702139839427,1.193915702146665,0.3863676719509475,34.55010408994898,36.062010192930465,4,0.19712636324027935,2.607736669941819,0.7922664058572426,0.8812624440083664,0.550996322812121,99.26199144312868,93.38534245683854,1,0.28112057286332703,3.718875621101881,0.9535618406797248,0.9783258373046994,0.8813497486273554,0.8326751274202188
11,81.1781067805,86,406,0.05514772295089965,0.11383005960511472,3.5959125682827016,68.53711575506487,8.957711786346701,4.570261115483011,48.58254205985572,1.7539786539026914,1.4606737726121115,1.235277815980735,1.2008010869984096,0.9258269150698962,54.5,1.4963295240735037,1.8545880009801836,0.24460812407597013,0.8068258412556677,0.9835133742567661,1.3323476492488822,54.293350491316126,58.242367924653216,3,0.6797692088004501,7.226045808556051,0.7299499757827752,0.8938989103495141,2.5977691068329265,127.56116090328472,118.58128116405717,3,1.3253924014453706,14.089114486454829,0.665916815879588,0.8831440662451756,1.1721874264218095,1.4883027111893143
12,76.1802348567,91,407,0.05774678795161525,3.8108892776859657,0.21446658589473191,23.44351796568333,1.5069511152270643,0.7688526098097267,10.846000773862889,2.9387543320252973,1.9512014824196957,1.8038533514624666,1.5061255121541481,1.591268226901118,71.0,1.40329933111583,1.0067524208257757,2.1461744760711428,1.3938872180359811,1.2622992084617963,0.7036092365949483,27.409391125010526,28.666237001815468,4,0.35898430438517775,5.064096802805717,0.7629787399694049,0.8753078186682576,2.178082291200858,95.72135960227031,94.89366990359176,2,1.1112664751024786,15.676342767324618,0.9252130667358025,0.9733389981273239,2.0941749681363806,1.0805217901892474
13,81.1781067805,86,412,0.00814312744190937,2.523351129766953,0.061990197452637404,22.315095874263253,2.3268008795567683,1.1871433058963103,16.746717186306984,2.656422557118088,2.3073323013293705,0.7787713932087553,1.1512960467755724,1.3027415692902957,54.5,2.896680576469288,2.3185803485723575,1.7455520878641322,1.2493337046753155,1.2119814725383924,0.5666376503066265,32.544224049525084,33.65457975630896,4,0.28910084199317676,4.078269249496849,0.6040430003777005,0.8202925030736706,2.7249874094383486,112.65016682702485,115.68842944485726,2,1.390299698693035,19.612590782071674,0.8700331289207377,0.9705678828998491,0.9170574687099101,0.9215280452829681
14,76.1802348567,91,413,0.004136978625761678,4.30237783320784,0.150340924719545,28.5297915265912,2.196541812302437,1.1206845981134883,15.967297692318027,2.7696688076529457,1.9706672175706181,1.8804078713167183,1.405447242922787,1.4312827078014663,71.0,3.0568231282189777,2.4323343197140725,1.985384042880539,1.25674464379482,1.2346977418396277,0.48916192934678826,27.21653282446542,27.891207625238756,4,0.24957241293203483,3.5558595342383503,0.8047506285016414,0.8832659560153509,2.1965500189344516,99.96488650209133,97.3528288818855,2,1.1206887851706386,15.967357348699569,0.9293672989498278,0.9858955665132964,0.9060611921196307,1.1183236386661257
15,84.6007844968,81,501,0.25428269266978654,2.419339069257981,3.4284491996340622,11.190555808893505,1.8486191797572553,0.9431730508965589,9.801741866895519,2.0268001588224007,1.5839711568715227,1.6448230681959903,1.2795688545399417,1.07887455822208,107.20000000000002,2.4639677019280253,1.874475331864174,2.18838644597316,1.3144839305394318,1.207045882601986,0.8636031846657101,28.36327428993562,30.17583752916135,3,0.44061386972740313,4.57899365332438,0.7328011754654501,0.8861552880831649,1.9992837850024021,99.5811380895663,90.17876369718982,2,1.0200427474502052,10.600595186855426,0.8475672842656456,0.9709764969361683,0.8225757818320645,0.9734381872700705
16,88.4325027088,88,505,0.07577119598883708,4.414067997476861,0.9671400916660141,-6.180541158373134,2.302045042924202,1.174512777002144,16.485072395298534,2.1866072961120966,1.8756060597745172,2.1470332105283267,1.1658137297631506,1.0704079175036851,71.9,2.830210457959145,2.005870787221365,2.411925874431742,1.410963495749244,1.1213427297029859,0.3524075843494083,23.534457308614737,24.91042417973593,4,0.17979978793337156,2.523610282304782,0.6842817475211167,0.8400784976451949,1.123387212836192,93.49839145007067,90.30306474107827,2,0.573156741242955,8.044638217866108,0.8771009254419176,0.9671353434536205,0.7725952993929828,0.8262536438932355
17,88.4325027088,88,506,-0.16853639545886195,3.9657797027333292,0.2332957349450944,1.759495872767828,4.444692171887319,2.267700087697612,32.783759862749804,2.2762218003102146,1.9828568770686996,1.590186554165233,1.1479506295357045,1.0770071401917631,71.9,2.5427216531733405,1.780651968090039,1.948002784907647,1.4279722813553015,1.3076781136718714,0.5486958023610474,27.546294603312326,27.22546237868548,4,0.2799468379393099,4.047144487548426,0.5005355689734179,0.8059162182231906,1.5769981891055858,92.58799852314668,91.23977339425113,2,0.8045909128089723,11.631835892400135,0.9061468959407799,0.9594832276294589,0.8951911026004236,0.8039025998783212
18,84.6007844968,81,507,-0.22978661278987952,4.129333529421678,0.08114821638142257,12.340000618625862,1.1104440351550438,0.5665530791607366,7.76818444703936,2.3586696623369567,2.0430086619057946,2.074515191293295,1.1545079109633838,1.1530744810456572,107.20000000000002,2.850330477994391,1.9581378047282274,1.9940361078491968,1.4556332404756327,1.3754005415440198,0.3978989319730537,31.215520625218613,30.877236902209173,4,0.20300965916992536,2.7835282076282937,0.7059408610455504,0.8344669964071123,1.503868499827676,97.58484585966237,92.30311086511931,2,0.767279846850855,10.520411223716145,0.9454952017482711,0.9801853630784526,0.8275074348559796,0.7931310434942697
19,67.2450154474,90,604,0.03884169165979018,3.0071852240271912,0.1652690312066443,19.291488704452494,5.369972548235756,2.739781912365182,38.16074627022829,1.7669594342687698,1.3514136510298975,1.6973082041544842,1.3074897037795863,1.0408459018544087,39.7,2.395694457778293,1.7682625049060023,3.235792064780075,1.3548296427320579,0.8282532217786298,0.6804944470173423,42.00660618490806,44.723705375116566,4,0.3471910443966032,4.835811672716959,0.6240479960443339,0.8372731393303522,2.520498788453019,94.6911221895915,103.68690353150998,3,1.285968769618887,17.91147233558459,0.655804615877527,0.9389452720682477,0.7375562557787122,0.965058382648752
