,Marker,Marker type,"Marker loc, in svl","Marker loc, mm","Dist to next, in svl","Dist to next, mm",pix2mm,svl (mm),tail (mm),total length (mm)
6,1.0,head,0.0240120719321,21.8448822728,0.0883302412473,80.3580685014,0.183649949869,909.745828458,314.359282656,1224.10511111
23,2.0,body,0.112342313179,102.202950774,0.0726539722765,66.0966481994,0.183649949869,909.745828458,314.359282656,1224.10511111
37,3.0,body,0.184996285456,168.299598974,0.104510136521,95.0776607318,0.183649949869,909.745828458,314.359282656,1224.10511111
58,4.0,body,0.289506421977,263.377259705,0.0916833260141,83.4085233804,0.183649949869,909.745828458,314.359282656,1224.10511111
76,5.0,body,0.381189747991,346.785783086,0.0775772303774,70.5755617192,0.183649949869,909.745828458,314.359282656,1224.10511111
92,6.0,body,0.458766978369,417.361344805,0.0797449137502,72.547602625,0.183649949869,909.745828458,314.359282656,1224.10511111
107,7.0,body,0.538511892119,489.90894743,0.0742500893963,67.5487090909,0.183649949869,909.745828458,314.359282656,1224.10511111
120,8.0,body,0.612761981515,557.457656521,0.0670296759662,60.9799680931,0.183649949869,909.745828458,314.359282656,1224.10511111
131,9.0,body,0.679791657481,618.437624614,0.0767358151859,69.8100877586,0.183649949869,909.745828458,314.359282656,1224.10511111
145,10.0,body,0.756527472667,688.247712373,0.0773279799464,70.3488071793,0.183649949869,909.745828458,314.359282656,1224.10511111
160,11.0,body,0.833855452614,758.596519552,0.0905177160685,82.3481145949,0.183649949869,909.745828458,314.359282656,1224.10511111
177,12.0,body,0.924373168682,840.944634147,0.0756268313178,68.8011943109,0.183649949869,909.745828458,314.359282656,1224.10511111
190,13.0,vent,1.0,909.745828458,0.0989436183512,90.0135440475,0.183649949869,909.745828458,314.359282656,1224.10511111
210,14.0,tail,1.09894361835,999.759372505,0.107178338123,97.5050460082,0.183649949869,909.745828458,314.359282656,1224.10511111
231,15.0,tail,1.20612195647,1097.26441851,0.108745610184,98.9308652278,0.183649949869,909.745828458,314.359282656,1224.10511111
252,16.0,tail,1.31486756666,1196.19528374,,,0.183649949869,909.745828458,314.359282656,1224.10511111
