,Marker,Marker type,"Marker loc, in svl","Marker loc, mm","Dist to next, in svl","Dist to next, mm",pix2mm,svl (mm),tail (mm),total length (mm)
6,1.0,head,0.0206613600521,17.6257387035,0.051008894425,43.5145335265,0.183766257719,853.077370466,292.580804991,1145.65817546
16,2.0,body,0.0716702544771,61.14027223,0.0970813529107,82.8179052624,0.183766257719,853.077370466,292.580804991,1145.65817546
34,3.0,body,0.168751607388,143.958177492,0.0781633693338,66.6794015781,0.183766257719,853.077370466,292.580804991,1145.65817546
49,4.0,body,0.246914976722,210.63757907,0.0771038816,65.775576568,0.183766257719,853.077370466,292.580804991,1145.65817546
64,5.0,body,0.324018858322,276.413155638,0.0925939561351,78.9898086208,0.183766257719,853.077370466,292.580804991,1145.65817546
81,6.0,body,0.416612814457,355.402964259,0.0912281225647,77.82464691,0.183766257719,853.077370466,292.580804991,1145.65817546
97,7.0,body,0.507840937021,433.227611169,0.0904678118522,77.1760430466,0.183766257719,853.077370466,292.580804991,1145.65817546
112,8.0,body,0.598308748874,510.403654216,0.064100007466,54.6822658159,0.183766257719,853.077370466,292.580804991,1145.65817546
125,9.0,body,0.66240875634,565.085920032,0.0676130102864,57.6791290244,0.183766257719,853.077370466,292.580804991,1145.65817546
139,10.0,body,0.730021766626,622.765049056,0.0682747639325,58.2436560847,0.183766257719,853.077370466,292.580804991,1145.65817546
153,11.0,body,0.798296530558,681.008705141,0.0823337945027,70.2370969149,0.183766257719,853.077370466,292.580804991,1145.65817546
170,12.0,body,0.880630325061,751.245802056,0.119369674939,101.83156841,0.183766257719,853.077370466,292.580804991,1145.65817546
195,13.0,vent,1.0,853.077370466,0.145769359694,124.352542062,0.183766257719,853.077370466,292.580804991,1145.65817546
223,14.0,tail,1.14576935969,977.429912528,0.089442508284,76.3013797748,0.183766257719,853.077370466,292.580804991,1145.65817546
238,15.0,tail,1.23521186798,1053.7312923,0.0896478999117,76.4765947245,0.183766257719,853.077370466,292.580804991,1145.65817546
255,16.0,tail,1.32485976789,1130.20788703,,,0.183766257719,853.077370466,292.580804991,1145.65817546
