,Marker,Marker type,"Marker loc, in svl","Marker loc, mm","Dist to next, in svl","Dist to next, mm",pix2mm,svl (mm),tail (mm),total length (mm)
5,1.0,head,0.0316971588425,23.8575861497,0.119469621074,89.9215223427,0.196855294325,752.672700674,346.184623153,1098.85732383
21,2.0,body,0.151166779917,113.779108492,0.063173038353,47.548621387,0.196855294325,752.672700674,346.184623153,1098.85732383
29,3.0,body,0.21433981827,161.327729879,0.0786917078615,59.2291002768,0.196855294325,752.672700674,346.184623153,1098.85732383
42,4.0,body,0.293031526131,220.556830156,0.0974207222248,73.3259180986,0.196855294325,752.672700674,346.184623153,1098.85732383
57,5.0,body,0.390452248356,293.882748255,0.0937198014846,70.54033609,0.196855294325,752.672700674,346.184623153,1098.85732383
70,6.0,body,0.484172049841,364.423084345,0.0594262864712,44.7285435293,0.196855294325,752.672700674,346.184623153,1098.85732383
79,7.0,body,0.543598336312,409.151627874,0.110719173127,83.3352990538,0.196855294325,752.672700674,346.184623153,1098.85732383
94,8.0,body,0.654317509439,492.486926928,0.103486488538,77.891454811,0.196855294325,752.672700674,346.184623153,1098.85732383
109,9.0,body,0.757803997977,570.378381739,0.101580721859,76.4570362581,0.196855294325,752.672700674,346.184623153,1098.85732383
125,10.0,body,0.859384719836,646.835417997,0.140615280164,105.837282677,0.196855294325,752.672700674,346.184623153,1098.85732383
144,11.0,vent,1.0,752.672700674,0.240329588115,180.889520138,0.196855294325,752.672700674,346.184623153,1098.85732383
183,12.0,tail,1.24032958811,933.562220813,0.18078961466,136.07540752,0.196855294325,752.672700674,346.184623153,1098.85732383
214,13.0,tail,1.42111920277,1069.63762833,,,0.196855294325,752.672700674,346.184623153,1098.85732383
