,Marker,Marker type,"Marker loc, in svl","Marker loc, mm","Dist to next, in svl","Dist to next, mm",pix2mm,svl (mm),tail (mm),total length (mm)
5,1.0,head,0.01911681274,12.1921401967,0.0881695976529,56.2319728863,0.182590337508,637.770551111,240.591961415,878.362512527
23,2.0,body,0.107286410393,68.424113083,0.114998889508,73.3429051385,0.182590337508,637.770551111,240.591961415,878.362512527
46,3.0,body,0.2222852999,141.767018221,0.093340722047,59.5299637411,0.182590337508,637.770551111,240.591961415,878.362512527
65,4.0,body,0.315626021947,201.296981963,0.0841002614134,53.6366700702,0.182590337508,637.770551111,240.591961415,878.362512527
79,5.0,body,0.399726283361,254.933652033,0.101732337047,64.8818886641,0.182590337508,637.770551111,240.591961415,878.362512527
99,6.0,body,0.501458620408,319.815540697,0.10483001488,66.8574963628,0.182590337508,637.770551111,240.591961415,878.362512527
122,7.0,body,0.606288635287,386.67303706,0.102086523186,65.1077781534,0.182590337508,637.770551111,240.591961415,878.362512527
142,8.0,body,0.708375158473,451.780815213,0.0747111538786,47.6485737833,0.182590337508,637.770551111,240.591961415,878.362512527
158,9.0,body,0.783086312352,499.429388996,0.0956488942599,61.0020480053,0.182590337508,637.770551111,240.591961415,878.362512527
176,10.0,body,0.878735206612,560.431437002,0.121264793388,77.3391141097,0.182590337508,637.770551111,240.591961415,878.362512527
198,11.0,vent,1.0,637.770551111,0.111576605447,71.1602731469,0.182590337508,637.770551111,240.591961415,878.362512527
216,12.0,tail,1.11157660545,708.930824258,0.122988952451,78.4387319855,0.182590337508,637.770551111,240.591961415,878.362512527
240,13.0,tail,1.2345655579,787.369556244,0.102429673504,65.3266293205,0.182590337508,637.770551111,240.591961415,878.362512527
257,14.0,tail,1.3369952314,852.696185564,,,0.182590337508,637.770551111,240.591961415,878.362512527
