,Marker,Marker type,"Marker loc, in svl","Marker loc, mm","Dist to next, in svl","Dist to next, mm",pix2mm,svl (mm),tail (mm),total length (mm)
9,1.0,head,0.0264781813451,24.5083175408,0.0919370237816,85.0973011788,0.19263164708,925.604263424,309.07459028,1234.6788537
32,2.0,body,0.118415205127,109.60561872,0.0729442634078,67.5175212026,0.19263164708,925.604263424,309.07459028,1234.6788537
50,3.0,body,0.191359468535,177.123139922,0.103368133307,95.677984891,0.19263164708,925.604263424,309.07459028,1234.6788537
73,4.0,body,0.294727601841,272.801124813,0.0842954617878,78.0242388181,0.19263164708,925.604263424,309.07459028,1234.6788537
92,5.0,body,0.379023063629,350.825363631,0.0863088972502,79.8878832662,0.19263164708,925.604263424,309.07459028,1234.6788537
108,6.0,body,0.465331960879,430.713246897,0.0802157008064,74.24799466,0.19263164708,925.604263424,309.07459028,1234.6788537
125,7.0,body,0.545547661686,504.961241557,0.0724329008777,67.0442018645,0.19263164708,925.604263424,309.07459028,1234.6788537
138,8.0,body,0.617980562563,572.005443422,0.0684396508105,63.3480325775,0.19263164708,925.604263424,309.07459028,1234.6788537
151,9.0,body,0.686420213374,635.353475999,0.0723004491451,66.9216039762,0.19263164708,925.604263424,309.07459028,1234.6788537
165,10.0,body,0.758720662519,702.275079976,0.0735676152794,68.0944983525,0.19263164708,925.604263424,309.07459028,1234.6788537
179,11.0,body,0.832288277798,770.369578328,0.0937601923745,86.7848338013,0.19263164708,925.604263424,309.07459028,1234.6788537
195,12.0,body,0.926048470173,857.154412129,0.0739515298271,68.4498512947,0.19263164708,925.604263424,309.07459028,1234.6788537
210,13.0,vent,1.0,925.604263424,0.0956970692937,88.5776153355,0.19263164708,925.604263424,309.07459028,1234.6788537
231,14.0,tail,1.09569706929,1014.18187876,0.100432908085,92.9611279118,0.19263164708,925.604263424,309.07459028,1234.6788537
251,15.0,tail,1.19612997738,1107.14300667,0.108148913319,100.103095253,0.19263164708,925.604263424,309.07459028,1234.6788537
272,16.0,tail,1.3042788907,1207.24610192,,,0.19263164708,925.604263424,309.07459028,1234.6788537
