,Marker,Marker type,"Marker loc, in svl","Marker loc, mm","Dist to next, in svl","Dist to next, mm",pix2mm,svl (mm),tail (mm),total length (mm)
5,1.0,head,0.0248303955206,20.4144853504,0.128941871163,106.010471631,0.198017975034,822.157074926,271.838389815,1093.99546474
21,2.0,body,0.153772266684,126.424956982,0.107081530825,88.0378381618,0.198017975034,822.157074926,271.838389815,1093.99546474
35,3.0,body,0.260853797509,214.462795144,0.0983174332702,80.8323733517,0.198017975034,822.157074926,271.838389815,1093.99546474
48,4.0,body,0.359171230779,295.295168495,0.0862750864117,70.9316726832,0.198017975034,822.157074926,271.838389815,1093.99546474
61,5.0,body,0.445446317191,366.226841178,0.107978054188,88.7749211877,0.198017975034,822.157074926,271.838389815,1093.99546474
75,6.0,body,0.553424371379,455.001762366,0.191117678777,157.12875175,0.198017975034,822.157074926,271.838389815,1093.99546474
101,7.0,body,0.744542050156,612.130514116,0.101325641433,83.3055929758,0.198017975034,822.157074926,271.838389815,1093.99546474
119,8.0,body,0.84586769159,695.436107092,0.15413230841,126.720967834,0.198017975034,822.157074926,271.838389815,1093.99546474
142,9.0,vent,1.0,822.157074926,0.12604903799,103.632108371,0.198017975034,822.157074926,271.838389815,1093.99546474
158,10.0,tail,1.12604903799,925.789183298,0.176602671951,145.195136195,0.198017975034,822.157074926,271.838389815,1093.99546474
187,11.0,tail,1.30265170994,1070.98431949,,,0.198017975034,822.157074926,271.838389815,1093.99546474
