,Marker,Marker type,"Marker loc, in svl","Marker loc, mm","Dist to next, in svl","Dist to next, mm",pix2mm,svl (mm),tail (mm),total length (mm)
6,1.0,head,0.0207243984242,17.43777505,0.0531757134295,44.7427283497,0.185951757163,841.412845528,292.517066581,1133.92991211
17,2.0,body,0.0739001118537,62.1805033997,0.100372201105,84.4544593438,0.185951757163,841.412845528,292.517066581,1133.92991211
38,3.0,body,0.174272312959,146.634962743,0.0813415644487,68.4418372025,0.185951757163,841.412845528,292.517066581,1133.92991211
56,4.0,body,0.255613877408,215.076799946,0.0769193689065,64.7209450678,0.185951757163,841.412845528,292.517066581,1133.92991211
72,5.0,body,0.332533246314,279.797745014,0.0917092741399,77.1653613154,0.185951757163,841.412845528,292.517066581,1133.92991211
90,6.0,body,0.424242520454,356.963106329,0.0969693144946,81.5912268378,0.185951757163,841.412845528,292.517066581,1133.92991211
111,7.0,body,0.521211834949,438.554333167,0.0824165449619,69.346339615,0.185951757163,841.412845528,292.517066581,1133.92991211
125,8.0,body,0.603628379911,507.900672782,0.0634691419849,53.4037513607,0.185951757163,841.412845528,292.517066581,1133.92991211
137,9.0,body,0.667097521895,561.304424143,0.0636501521199,53.5560556135,0.185951757163,841.412845528,292.517066581,1133.92991211
148,10.0,body,0.730747674015,614.860479756,0.0706515380285,59.4471116535,0.185951757163,841.412845528,292.517066581,1133.92991211
161,11.0,body,0.801399212044,674.30759141,0.0830450308357,69.8751557024,0.185951757163,841.412845528,292.517066581,1133.92991211
177,12.0,body,0.88444424288,744.182747112,0.11555575712,97.2300984159,0.185951757163,841.412845528,292.517066581,1133.92991211
198,13.0,vent,1.0,841.412845528,0.146188260577,123.004680315,0.185951757163,841.412845528,292.517066581,1133.92991211
223,14.0,tail,1.14618826058,964.417525843,0.0867658007602,73.0058593121,0.185951757163,841.412845528,292.517066581,1133.92991211
237,15.0,tail,1.23295406134,1037.42338516,0.0940683633898,79.150329314,0.185951757163,841.412845528,292.517066581,1133.92991211
251,16.0,tail,1.32702242473,1116.57371447,,,0.185951757163,841.412845528,292.517066581,1133.92991211
