,Marker,Marker type,"Marker loc, in svl","Marker loc, mm","Dist to next, in svl","Dist to next, mm",pix2mm,svl (mm),tail (mm),total length (mm)
5,1.0,head,0.0241064013462,15.9758783747,0.122873996956,81.4314838035,0.185056664919,662.723487643,257.78808521,920.511572853
25,2.0,body,0.146980398302,97.4073621781,0.0914759179388,60.6232393717,0.185056664919,662.723487643,257.78808521,920.511572853
39,3.0,body,0.238456316241,158.03060155,0.0784536904311,51.993103341,0.185056664919,662.723487643,257.78808521,920.511572853
50,4.0,body,0.316910006672,210.023704891,0.0838885877937,55.5949374761,0.185056664919,662.723487643,257.78808521,920.511572853
61,5.0,body,0.400798594466,265.618642367,0.0849029526721,56.2671809061,0.185056664919,662.723487643,257.78808521,920.511572853
73,6.0,body,0.485701547138,321.885823273,0.089927424508,59.5970164047,0.185056664919,662.723487643,257.78808521,920.511572853
85,7.0,body,0.575628971646,381.482839678,0.0855066597882,56.6672717915,0.185056664919,662.723487643,257.78808521,920.511572853
97,8.0,body,0.661135631434,438.150111469,0.102889389647,68.1872151483,0.185056664919,662.723487643,257.78808521,920.511572853
113,9.0,body,0.764025021081,506.337326618,0.0903547322589,59.8802032877,0.185056664919,662.723487643,257.78808521,920.511572853
127,10.0,body,0.85437975334,566.217529905,0.14562024666,96.505957738,0.185056664919,662.723487643,257.78808521,920.511572853
150,11.0,vent,1.0,662.723487643,0.122888849663,81.4413270413,0.185056664919,662.723487643,257.78808521,920.511572853
167,12.0,tail,1.12288884966,744.164814685,0.113680770276,75.3389165555,0.185056664919,662.723487643,257.78808521,920.511572853
184,13.0,tail,1.23656961994,819.50373124,0.13029020289,86.3463776653,0.185056664919,662.723487643,257.78808521,920.511572853
202,14.0,tail,1.36685982283,905.850108905,,,0.185056664919,662.723487643,257.78808521,920.511572853
