,Marker,Marker type,"Marker loc, in svl","Marker loc, mm","Dist to next, in svl","Dist to next, mm",pix2mm,svl (mm),tail (mm),total length (mm)
5,1.0,head,0.0221886820176,16.2822800952,0.0760456018939,55.8030345858,0.19144636774,733.8101507,270.797596384,1004.60774708
20,2.0,body,0.0982342839115,72.0853146809,0.084112299519,61.7224591857,0.19144636774,733.8101507,270.797596384,1004.60774708
35,3.0,body,0.18234658343,133.807773867,0.101884785142,74.7640895388,0.19144636774,733.8101507,270.797596384,1004.60774708
54,4.0,body,0.284231368572,208.571863405,0.0561806313104,41.2259175282,0.19144636774,733.8101507,270.797596384,1004.60774708
66,5.0,body,0.340411999882,249.797780934,0.0875884815851,64.2733168715,0.19144636774,733.8101507,270.797596384,1004.60774708
83,6.0,body,0.428000481468,314.071097805,0.0896959520681,65.8198001042,0.19144636774,733.8101507,270.797596384,1004.60774708
98,7.0,body,0.517696433536,379.890897909,0.0736579491875,54.0509507935,0.19144636774,733.8101507,270.797596384,1004.60774708
112,8.0,body,0.591354382723,433.941848703,0.0784362215307,57.5572955417,0.19144636774,733.8101507,270.797596384,1004.60774708
128,9.0,body,0.669790604254,491.499144245,0.0671485347073,49.2742763728,0.19144636774,733.8101507,270.797596384,1004.60774708
139,10.0,body,0.736939138961,540.773420617,0.0926639305047,67.9977328081,0.19144636774,733.8101507,270.797596384,1004.60774708
155,11.0,body,0.829603069466,608.771153426,0.085845588984,62.9943645893,0.19144636774,733.8101507,270.797596384,1004.60774708
171,12.0,body,0.91544865845,671.765518015,0.0845513415502,62.0446326848,0.19144636774,733.8101507,270.797596384,1004.60774708
187,13.0,vent,1.0,733.8101507,0.154914561614,113.677877803,0.19144636774,733.8101507,270.797596384,1004.60774708
210,14.0,tail,1.15491456161,847.488028503,0.189414444603,138.994242138,0.19144636774,733.8101507,270.797596384,1004.60774708
246,15.0,tail,1.34432900622,986.482270641,,,0.19144636774,733.8101507,270.797596384,1004.60774708
