,Marker,Marker type,"Marker loc, in svl","Marker loc, mm","Dist to next, in svl","Dist to next, mm",pix2mm,svl (mm),tail (mm),total length (mm)
5,1.0,head,0.0209370666198,13.6543585248,0.0856933897246,55.8859694989,0.190663664791,652.1619658,252.625051167,904.787016967
20,2.0,body,0.106630456344,69.5403280237,0.081149894342,52.9228746186,0.190663664791,652.1619658,252.625051167,904.787016967
34,3.0,body,0.187780350686,122.463202642,0.101026070017,65.8853604191,0.190663664791,652.1619658,252.625051167,904.787016967
50,4.0,body,0.288806420703,188.348563061,0.102260937919,66.6906942976,0.190663664791,652.1619658,252.625051167,904.787016967
66,5.0,body,0.391067358622,255.039257359,0.100122246422,65.2959210471,0.190663664791,652.1619658,252.625051167,904.787016967
79,6.0,body,0.491189605044,320.335178406,0.106329256673,69.3438970542,0.190663664791,652.1619658,252.625051167,904.787016967
95,7.0,body,0.597518861717,389.67907546,0.0844971480414,55.1058261712,0.190663664791,652.1619658,252.625051167,904.787016967
108,8.0,body,0.682016009759,444.784901631,0.0958597012168,62.5160511865,0.190663664791,652.1619658,252.625051167,904.787016967
123,9.0,body,0.777875710976,507.300952818,0.105437986141,68.7626443115,0.190663664791,652.1619658,252.625051167,904.787016967
140,10.0,body,0.883313697116,576.063597129,0.116686302884,76.0983686705,0.190663664791,652.1619658,252.625051167,904.787016967
159,11.0,vent,1.0,652.1619658,0.109989914911,71.7312391265,0.190663664791,652.1619658,252.625051167,904.787016967
177,12.0,tail,1.10998991491,723.893204926,0.12444359905,81.1573821873,0.190663664791,652.1619658,252.625051167,904.787016967
196,13.0,tail,1.23443351396,805.050587114,0.117503210185,76.6311245417,0.190663664791,652.1619658,252.625051167,904.787016967
212,14.0,tail,1.35193672414,881.681711655,,,0.190663664791,652.1619658,252.625051167,904.787016967
