,Marker,Marker type,"Marker loc, in svl","Marker loc, mm","Dist to next, in svl","Dist to next, mm",pix2mm,svl (mm),tail (mm),total length (mm)
5,1.0,head,0.0196917129651,15.079878294,0.0696020539056,53.3011274219,0.191540612178,765.798197481,296.746293004,1062.54449048
17,2.0,body,0.0892937668707,68.3810057158,0.0802942842322,61.489218133,0.191540612178,765.798197481,296.746293004,1062.54449048
30,3.0,body,0.169588051103,129.870223849,0.0668055737623,51.1595879689,0.191540612178,765.798197481,296.746293004,1062.54449048
41,4.0,body,0.236393624865,181.029811818,0.0904718522785,69.2831813976,0.191540612178,765.798197481,296.746293004,1062.54449048
56,5.0,body,0.326865477144,250.312993215,0.0868750970754,66.5287927463,0.191540612178,765.798197481,296.746293004,1062.54449048
70,6.0,body,0.413740574219,316.841785962,0.0834292790785,63.8899915355,0.191540612178,765.798197481,296.746293004,1062.54449048
84,7.0,body,0.497169853298,380.731777497,0.0689714464524,52.8182093709,0.191540612178,765.798197481,296.746293004,1062.54449048
96,8.0,body,0.56614129975,433.549986868,0.0892472246318,68.3453637532,0.191540612178,765.798197481,296.746293004,1062.54449048
110,9.0,body,0.655388524382,501.895350621,0.0877705403989,67.2145216294,0.191540612178,765.798197481,296.746293004,1062.54449048
124,10.0,body,0.743159064781,569.109872251,0.0850861430932,65.1588150114,0.191540612178,765.798197481,296.746293004,1062.54449048
138,11.0,body,0.828245207874,634.268687262,0.0800783183257,61.3238318311,0.191540612178,765.798197481,296.746293004,1062.54449048
152,12.0,body,0.908323526199,695.592519093,0.0916764738006,70.2056783879,0.191540612178,765.798197481,296.746293004,1062.54449048
167,13.0,vent,1.0,765.798197481,0.118301703073,90.5952309719,0.191540612178,765.798197481,296.746293004,1062.54449048
186,14.0,tail,1.11830170307,856.393428453,0.0842140403296,64.490960287,0.191540612178,765.798197481,296.746293004,1062.54449048
196,15.0,tail,1.2025157434,920.88438874,0.145595598072,111.496846565,0.191540612178,765.798197481,296.746293004,1062.54449048
212,16.0,tail,1.34811134147,1032.3812353,,,0.191540612178,765.798197481,296.746293004,1062.54449048
