,Marker,Marker type,"Marker loc, in svl","Marker loc, mm","Dist to next, in svl","Dist to next, mm",pix2mm,svl (mm),tail (mm),total length (mm)
4,1.0,head,0.022043300695,16.7926382396,0.116660124803,88.8719570588,0.18667644117,761.802348567,292.663199966,1054.46554853
18,2.0,body,0.138703425498,105.664595298,0.0965218245531,73.5305526325,0.18667644117,761.802348567,292.663199966,1054.46554853
29,3.0,body,0.235225250051,179.195147931,0.0814685534963,62.0629353879,0.18667644117,761.802348567,292.663199966,1054.46554853
40,4.0,body,0.316693803547,241.258083319,0.0815561400529,62.1296590324,0.18667644117,761.802348567,292.663199966,1054.46554853
50,5.0,body,0.3982499436,303.387742351,0.0895526394944,68.2214110872,0.18667644117,761.802348567,292.663199966,1054.46554853
62,6.0,body,0.487802583094,371.609153438,0.0676004452244,51.4981779361,0.18667644117,761.802348567,292.663199966,1054.46554853
72,7.0,body,0.555403028319,423.107331375,0.0929474628435,70.8075954875,0.18667644117,761.802348567,292.663199966,1054.46554853
83,8.0,body,0.648350491162,493.914926862,0.0853436656461,65.0150049245,0.18667644117,761.802348567,292.663199966,1054.46554853
93,9.0,body,0.733694156808,558.929931787,0.0852603878808,64.9515637273,0.18667644117,761.802348567,292.663199966,1054.46554853
102,10.0,body,0.818954544689,623.881495514,0.0916731904767,69.8368518058,0.18667644117,761.802348567,292.663199966,1054.46554853
113,11.0,body,0.910627735166,693.71834732,0.089372264834,68.0840012473,0.18667644117,761.802348567,292.663199966,1054.46554853
122,12.0,vent,1.0,761.802348567,0.161839170682,123.289460316,0.18667644117,761.802348567,292.663199966,1054.46554853
138,13.0,tail,1.16183917068,885.091808883,0.184122092986,140.26464286,0.18667644117,761.802348567,292.663199966,1054.46554853
159,14.0,tail,1.34596126367,1025.35645174,,,0.18667644117,761.802348567,292.663199966,1054.46554853
