,Marker,Marker type,"Marker loc, in svl","Marker loc, mm","Dist to next, in svl","Dist to next, mm",pix2mm,svl (mm),tail (mm),total length (mm)
5,1.0,head,0.0219258809858,17.3077056754,0.0700866754888,55.3245523821,0.18569105568,789.37332947,248.846452181,1038.21978165
16,2.0,body,0.0920125564747,72.6322580574,0.0897584184746,70.8529016392,0.18569105568,789.37332947,248.846452181,1038.21978165
29,3.0,body,0.181770974949,143.485159697,0.111287509192,87.8473916595,0.18569105568,789.37332947,248.846452181,1038.21978165
46,4.0,body,0.293058484142,231.332551356,0.0817456929127,64.5278697843,0.18569105568,789.37332947,248.846452181,1038.21978165
59,5.0,body,0.374804177054,295.860421141,0.0883383793111,69.7319605967,0.18569105568,789.37332947,248.846452181,1038.21978165
71,6.0,body,0.463142556365,365.592381737,0.115709539523,91.3380244644,0.18569105568,789.37332947,248.846452181,1038.21978165
88,7.0,body,0.578852095888,456.930406202,0.103316162161,81.5550229135,0.18569105568,789.37332947,248.846452181,1038.21978165
103,8.0,body,0.682168258049,538.485429115,0.112390664316,88.7181928926,0.18569105568,789.37332947,248.846452181,1038.21978165
120,9.0,body,0.794558922366,627.203622008,0.0996329443997,78.6475890457,0.18569105568,789.37332947,248.846452181,1038.21978165
136,10.0,body,0.894191866765,705.851211053,0.105808133235,83.5221184166,0.18569105568,789.37332947,248.846452181,1038.21978165
154,11.0,vent,1.0,789.37332947,0.131085595227,103.47547275,0.18569105568,789.37332947,248.846452181,1038.21978165
172,12.0,tail,1.13108559523,892.84880222,0.161111933183,127.177463114,0.18569105568,789.37332947,248.846452181,1038.21978165
200,13.0,tail,1.29219752841,1020.02626533,,,0.18569105568,789.37332947,248.846452181,1038.21978165
