,Marker,Marker type,"Marker loc, in svl","Marker loc, mm","Dist to next, in svl","Dist to next, mm",pix2mm,svl (mm),tail (mm),total length (mm)
5,1.0,head,0.0183153110637,11.7589014421,0.0825365553974,52.9905944219,0.182624082661,642.025756548,254.682484199,896.708240748
19,2.0,body,0.100851866461,64.749495864,0.118275814771,75.9361194595,0.182624082661,642.025756548,254.682484199,896.708240748
37,3.0,body,0.219127681232,140.685615323,0.0846734250445,54.3625197737,0.182624082661,642.025756548,254.682484199,896.708240748
49,4.0,body,0.303801106276,195.048135097,0.0857044405539,55.0244582862,0.182624082661,642.025756548,254.682484199,896.708240748
60,5.0,body,0.38950554683,250.072593383,0.102651881142,65.9051516512,0.182624082661,642.025756548,254.682484199,896.708240748
77,6.0,body,0.492157427972,315.977745035,0.104883978816,67.3382158488,0.182624082661,642.025756548,254.682484199,896.708240748
93,7.0,body,0.597041406788,383.315960883,0.105002840816,67.4145283148,0.182624082661,642.025756548,254.682484199,896.708240748
109,8.0,body,0.702044247604,450.730489198,0.0757883987984,48.6581040761,0.182624082661,642.025756548,254.682484199,896.708240748
120,9.0,body,0.777832646402,499.388593274,0.0925524204328,59.4210377487,0.182624082661,642.025756548,254.682484199,896.708240748
133,10.0,body,0.870385066835,558.809631023,0.129614933165,83.2161255251,0.182624082661,642.025756548,254.682484199,896.708240748
155,11.0,vent,1.0,642.025756548,0.116827404519,75.0062027717,0.182624082661,642.025756548,254.682484199,896.708240748
176,12.0,tail,1.11682740452,717.03195932,0.128213194484,82.3161731881,0.182624082661,642.025756548,254.682484199,896.708240748
199,13.0,tail,1.245040599,799.348132508,0.113316635408,72.7521985774,0.182624082661,642.025756548,254.682484199,896.708240748
219,14.0,tail,1.35835723441,872.100331086,,,0.182624082661,642.025756548,254.682484199,896.708240748
