,arc length (SVL),body width (SVL),tail width (VTL)
0,0.0,0.00654616582829,0.0209072406433
1,0.01,0.0103746203827,0.0194491803314
2,0.02,0.0139365449705,0.0194491803314
3,0.03,0.0112524908078,0.0181525683093
4,0.04,0.0120664200883,0.0177339216238
5,0.05,0.0148239204786,0.0172028069105
6,0.06,0.0164528855334,0.0182872440733
7,0.07,0.0173826824207,0.0177098880914
8,0.08,0.0161702345514,0.0168559562872
9,0.09,0.0166800826581,0.0180349210325
10,0.1,0.0174897420599,0.0179043915277
11,0.11,0.0186872625049,0.0176059693429
12,0.12,0.0191275479479,0.0166835464932
13,0.13,0.0196581678031,0.0165861249067
14,0.14,0.0203206883622,0.0162465020705
15,0.15,0.0206768674888,0.0160163532635
16,0.16,0.0201149273493,0.016503176761
17,0.17,0.0202740957276,0.0158659515183
18,0.18,0.0201900742918,0.0163625725568
19,0.19,0.0200820192819,0.016503176761
20,0.2,0.0198735331769,0.0164340431226
21,0.21,0.0196538390309,0.016503176761
22,0.22,0.0197874013572,0.0159461693368
23,0.23,0.0199403638579,0.015510388666
24,0.24,0.0194244475237,0.0156070104125
25,0.25,0.0209579565387,0.0147280052666
26,0.26,0.0215754286479,0.0146694904542
27,0.27,0.0220321985508,0.0138397905655
28,0.28,0.0226306876721,0.0135081004602
29,0.29,0.023359411708,0.0133324442132
30,0.3,0.023679904006,0.013423171556
31,0.31,0.0241149838497,0.013113439054
32,0.32,0.024370525711,0.0129138185355
33,0.33,0.0246172813547,0.012676166553
34,0.34,0.0245300478666,0.0122469064203
35,0.35,0.0240405560275,0.0120213589538
36,0.36,0.0230026352254,0.0121868705648
37,0.37,0.0223887911102,0.0119541721815
38,0.38,0.0231369009759,0.0117039147215
39,0.39,0.0238408754044,0.0112515448444
40,0.4,0.0238558017178,0.011151808147
41,0.41,0.0239853625382,0.01103698328
42,0.42,0.0240293632789,0.0108330140234
43,0.43,0.0240249745687,0.0100126634278
44,0.44,0.026227785315,0.0101268636253
45,0.45,0.0270877820673,0.00996913105858
46,0.46,0.0282085071872,0.00889006544191
47,0.47,0.0281836566223,0.00877584646648
48,0.48,0.0270601862855,0.00843895199476
49,0.49,0.0257722655712,0.00869793786552
50,0.5,0.0254183000289,0.00820049446273
51,0.51,0.0248405601173,0.00759612425078
52,0.52,0.0243251230802,0.00781094413951
53,0.53,0.0235285739602,0.00740267837456
54,0.54,0.0240249745687,0.00725929926679
55,0.55,0.0244014475759,0.00747057388218
56,0.56,0.0252297443209,0.00649645987501
57,0.57,0.0257109637244,0.00693332161171
58,0.58,0.0244426019774,0.00772367399318
59,0.59,0.0244371810131,0.00691365456421
60,0.6,0.0245456504678,0.0059340456083
61,0.61,0.0236808822874,0.0062501611998
62,0.62,0.0240474213174,0.00677085142378
63,0.63,0.0236358020453,0.00648306011046
64,0.64,0.0237608484034,0.00609846261609
65,0.65,0.0234662153612,0.00689860220979
66,0.66,0.0236455914039,0.00656371618144
67,0.67,0.0237339611908,0.00588441717553
68,0.68,0.0237313441407,0.0062511937569
69,0.69,0.0237404424493,0.00608514819116
70,0.7,0.0234696165786,0.00604376259678
71,0.71,0.0233883184146,0.00591070497374
72,0.72,0.0230026352254,0.00579862524368
73,0.73,0.0222185606234,0.00580217535564
74,0.74,0.0223787479777,0.00652914356612
75,0.75,0.0226533106944,0.00698246942987
76,0.76,0.022908295492,0.00698246942987
77,0.77,0.022805677075,0.00620363738689
78,0.78,0.0229429796304,0.00634205134879
79,0.79,0.0233100202921,0.00816628229245
80,0.8,0.0229078959162,0.00820049446273
81,0.81,0.0224480096989,0.00742412510563
82,0.82,0.0224099955531,0.00710360235009
83,0.83,0.0220453741942,0.00696220895516
84,0.84,0.0204203194087,0.00580040339281
85,0.85,0.0200737501553,0.00631335509492
86,0.86,0.0189286106828,0.00634261912935
87,0.87,0.0179725080698,0.00540510758384
88,0.88,0.0170398332936,0.00579862524368
89,0.89,0.0169468276107,0.00648306011046
90,0.9,0.0171375302469,0.00648306011046
91,0.91,0.0172268251307,0.00652176748868
92,0.92,0.0174207402038,0.00648306011046
93,0.93,0.0171530438676,0.00573839828864
94,0.94,0.0168078791208,0.00384677863997
95,0.95,0.0162231771613,0.00370301091074
96,0.96,0.0156933204866,0.00323974825402
97,0.97,0.014903244813,0.00311583295723
98,0.98,0.0145059369657,0.002937612557
99,0.99,0.0138165389835,0.00367709206775
100,1.0,0.00824236329231,0.00388983606627
